Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,p < 0.05:,up,down,,,,,,
Mmd,0.632337315,0.272246898,0.126,0.147,1,1.207687253,,,,,,,,,,
Fam193a,0.379709461,0.272115126,0.432,0.56,1,1.207576951,,,,,,,,,,
Parp4,0.658158544,0.271839498,0.3,0.386,1,1.207346265,,,,,,,,,,
H2-Q7,0.800754702,0.271528997,0.503,0.659,1,1.207086445,,,,,,,,,,
Auh,0.719463026,0.270767187,0.229,0.271,1,1.206449215,,,,,,,,,,
B2m,0.954507965,0.27051951,0.506,0.641,1,1.206242113,,,,,,,,,,
Atp1b1,0.832896756,0.270421235,0.419,0.441,1,1.206159948,,,,,,,,,,
Prdm10,0.87045283,0.270128684,0.152,0.167,1,1.205915387,,,,,,,,,,
Tespa1,0.732278244,0.2700772,0.332,0.429,1,1.205872353,,,,,,,,,,
Ptpre,0.569952293,0.269927563,0.203,0.253,1,1.205747286,,,,,,,,,,
Gm43813,0.684073205,0.2698276,0.119,0.119,1,1.205663744,,,,,,,,,,
Tram1,0.626135488,0.269741401,0.216,0.262,1,1.205591709,,,,,,,,,,
Rps28,0.405724608,0.269418885,0.306,0.374,1,1.205322229,,,,,,,,,,
Tcp11l2,0.99191157,0.269321594,0.135,0.148,1,1.205240948,,,,,,,,,,
Acap1,0.361222395,0.269319501,0.2,0.26,1,1.205239199,,,,,,,,,,
Ndufc2,0.56074962,0.269283272,0.106,0.101,1,1.205208934,,,,,,,,,,
Slc9a3r1,0.956704792,0.268920202,0.119,0.126,1,1.204905668,,,,,,,,,,
Smap2,0.727031012,0.268617016,0.352,0.407,1,1.204652481,,,,,,,,,,
Ythdf2,0.920765088,0.268543379,0.171,0.192,1,1.204590995,,,,,,,,,,
Sod1,0.674942513,0.268304067,0.252,0.293,1,1.204391196,,,,,,,,,,
Trim34a,0.824433301,0.26826194,0.132,0.15,1,1.204356028,,,,,,,,,,
Gpcpd1,0.477670354,0.26822304,0.365,0.46,1,1.204323555,,,,,,,,,,
Cdc40,0.794488539,0.26725626,0.184,0.198,1,1.203516783,,,,,,,,,,
Ahctf1,0.721561781,0.267236592,0.287,0.339,1,1.203500376,,,,,,,,,,
Ift140,0.793412409,0.267054999,0.119,0.136,1,1.2033489,,,,,,,,,,
Slc3a2,0.197605868,0.266895974,0.158,0.132,1,1.203216265,,,,,,,,,,
Zbtb2,0.681067791,0.266892948,0.11,0.104,1,1.203213741,,,,,,,,,,
Psma7,0.912091266,0.266817383,0.148,0.163,1,1.203150721,,,,,,,,,,
Diaph1,0.851764113,0.266186281,0.429,0.507,1,1.202624522,,,,,,,,,,
Rrn3,0.301581611,0.265511756,0.1,0.082,1,1.202062373,,,,,,,,,,
Supt20,0.182993085,0.265402297,0.29,0.394,1,1.201971173,,,,,,,,,,
Nr3c2,0.476079984,0.2649922,0.332,0.401,1,1.201629553,,,,,,,,,,
Map3k14,0.685396231,0.264704631,0.248,0.264,1,1.201390059,,,,,,,,,,
Ntan1,0.76255676,0.264344547,0.135,0.156,1,1.20109024,,,,,,,,,,
Sem1,0.581052357,0.2641819,0.165,0.198,1,1.200954839,,,,,,,,,,
Ccny,0.816154658,0.263513366,0.429,0.542,1,1.200398454,,,,,,,,,,
Lpxn,0.709093775,0.263162741,0.313,0.357,1,1.200106751,,,,,,,,,,
Slc4a1ap,0.490703883,0.262826448,0.123,0.152,1,1.199827038,,,,,,,,,,
Naip2,0.787569554,0.262109592,0.11,0.11,1,1.199231008,,,,,,,,,,
Hivep2,0.758226097,0.261854902,0.613,0.709,1,1.199019318,,,,,,,,,,
Sik1,0.211684293,0.26169102,0.165,0.137,1,1.198883123,,,,,,,,,,
Prkce,0.670311461,0.261563675,0.529,0.656,1,1.198777304,,,,,,,,,,
Ttc39c,0.878058098,0.261263217,0.132,0.145,1,1.198527671,,,,,,,,,,
Rps6ka5,0.158260774,0.261223036,0.21,0.291,1,1.19849429,,,,,,,,,,
Tnrc6b,0.05085166,0.260978565,0.816,0.903,1,1.198291218,,,,,,,,,,
Cog4,0.932962498,0.260680536,0.235,0.264,1,1.198043703,,,,,,,,,,
Nktr,0.991254181,0.260317452,0.506,0.597,1,1.197742228,,,,,,,,,,
Nsmaf,0.433416027,0.260276066,0.368,0.476,1,1.19770787,,,,,,,,,,
Ubb,0.285161548,0.260188698,0.232,0.293,1,1.19763534,,,,,,,,,,
Gm30054,0.637967874,0.2600432,0.145,0.172,1,1.197514562,,,,,,,,,,
Hivep3,0.243439754,0.259747718,0.174,0.227,1,1.197269322,,,,,,,,,,
Tmigd1,0.598852191,0.259375063,0.11,0.132,1,1.196960101,,,,,,,,,,
Micu2,0.74038818,0.259177804,0.287,0.348,1,1.196796452,,,,,,,,,,
Dnajb6,0.571046901,0.25914658,0.335,0.419,1,1.196770551,,,,,,,,,,
Syk,0.011662002,0.258387915,0.352,0.505,1,1.196141375,,,,,,,,,,
Ust,0.356281973,0.258369911,0.258,0.321,1,1.196126448,,,,,,,,,,
Rb1cc1,0.503709129,0.258294564,0.406,0.456,1,1.196063979,,,,,,,,,,
Anxa7,0.666846869,0.258143992,0.135,0.158,1,1.195939155,,,,,,,,,,
Map2k5,0.547129474,0.258014215,0.423,0.526,1,1.195831579,,,,,,,,,,
Cyth3,0.85011509,0.25729179,0.1,0.11,1,1.19523292,,,,,,,,,,
Rnf10,0.296357866,0.257041325,0.168,0.212,1,1.195025435,,,,,,,,,,
Plcl2,0.605787317,0.256767417,0.452,0.584,1,1.194798571,,,,,,,,,,
Sf3b6,0.525831141,0.256590543,0.161,0.158,1,1.194652098,,,,,,,,,,
Ep400,0.533702302,0.256577663,0.377,0.473,1,1.194641433,,,,,,,,,,
H13,0.410700468,0.256087971,0.197,0.247,1,1.194236006,,,,,,,,,,
Dapp1,0.704716619,0.256031408,0.252,0.308,1,1.194189185,,,,,,,,,,
Mapk9,0.330795286,0.255339031,0.09,0.119,1,1.193616208,,,,,,,,,,
Marf1,0.827778927,0.255328991,0.332,0.381,1,1.193607901,,,,,,,,,,
Rpl35a,0.923143446,0.255181305,0.339,0.355,1,1.193485721,,,,,,,,,,
Insyn2b,0.615506401,0.254917975,0.477,0.577,1,1.193267897,,,,,,,,,,
Mctp2,0.201217049,0.254643964,0.319,0.434,1,1.193041281,,,,,,,,,,
Tbc1d4,0.144351046,0.25441727,0.119,0.093,1,1.192853831,,,,,,,,,,
Runx2,0.905355121,0.25416542,0.297,0.33,1,1.192645614,,,,,,,,,,
Gprasp1,0.310793066,0.253395414,0.135,0.17,1,1.192009236,,,,,,,,,,
Zbtb16,2.51E-05,0.252849576,0.097,0.222,0.810676505,1.191558329,,,,,,,,,,
Pou6f1,0.717611667,0.252564499,0.11,0.128,1,1.1913229,,,,,,,,,,
Ubl5,0.888863137,0.252353651,0.174,0.181,1,1.191148803,,,,,,,,,,
Zfp942,0.708647165,0.252230628,0.129,0.152,1,1.191047234,,,,,,,,,,
Gtdc1,0.781453049,0.252066156,0.432,0.527,1,1.190911459,,,,,,,,,,
Slc16a10,0.145216155,0.252013351,0.119,0.163,1,1.19086787,,,,,,,,,,
Jak1,0.29543876,0.251465465,0.674,0.795,1,1.190415705,,,,,,,,,,
Lmbrd1,0.685298682,0.25106024,0.335,0.408,1,1.190081388,,,,,,,,,,
Gfpt1,0.661781007,0.250980242,0.123,0.147,1,1.190015399,,,,,,,,,,
Rfc2,0.5623598,0.250378316,0.142,0.137,1,1.189519,,,,,,,,,,
Ksr1,0.200011866,0.250110852,0.194,0.262,1,1.189298494,,,,,,,,,,
Casc3,0.674693256,0.250091643,0.187,0.216,1,1.189282658,,,,,,,,,,
Rapgef4,7.76E-05,-0.250171749,0.1,0.211,1,-1.189348695,,,,,,,,,,
Rbbp8,4.88E-05,-0.250389737,0.113,0.227,1,-1.189528417,,,,,,,,,,
Ago1,0.001187486,-0.250432483,0.058,0.132,1,-1.189563663,,,,,,,,,,
Eif3e,0.000121754,-0.250500129,0.142,0.269,1,-1.189619441,,,,,,,,,,
Cep164,0.000534667,-0.250550461,0.055,0.132,1,-1.189660944,,,,,,,,,,
Sel1l,0.000141221,-0.250888433,0.152,0.278,1,-1.189939672,,,,,,,,,,
Ppid,9.64E-05,-0.251198502,0.058,0.152,1,-1.190195445,,,,,,,,,,
Fam184a,0.007475616,-0.251931432,0.058,0.112,1,-1.190800252,,,,,,,,,,
Sorbs2,0.000208711,-0.252416477,0.048,0.128,1,-1.191200676,,,,,,,,,,
Nampt,2.65E-05,-0.252442793,0.148,0.282,0.854108098,-1.191222404,,,,,,,,,,
Actr1b,0.003555535,-0.252555457,0.048,0.106,1,-1.191315434,,,,,,,,,,
Dcun1d3,0.006795668,-0.253195363,0.081,0.143,1,-1.191843958,,,,,,,,,,
Lrrc20,0.001160755,-0.253210696,0.058,0.132,1,-1.191856624,,,,,,,,,,
Mcts1,0.000416418,-0.253491951,0.103,0.201,1,-1.192089001,,,,,,,,,,
Lnpep,0.000257868,-0.253588814,0.526,0.755,1,-1.192169041,,,,,,,,,,
Cystm1,5.35E-06,-0.253751065,0.058,0.165,0.172639085,-1.192303124,,,,,,,,,,
Exoc1,0.00053625,-0.254033785,0.077,0.165,1,-1.192536799,,,,,,,,,,
Stk3,0.000198095,-0.254173047,0.142,0.26,1,-1.192651919,,,,,,,,,,
Elovl7,0.0022844,-0.254205355,0.061,0.126,1,-1.192678627,,,,,,,,,,
Naa25,6.18E-05,-0.254207035,0.065,0.165,1,-1.192680016,,,,,,,,,,
Pik3c2b,0.000928719,-0.254511585,0.116,0.216,1,-1.192931816,,,,,,,,,,
Gse1,0.000125056,-0.254569797,0.148,0.273,1,-1.192979951,,,,,,,,,,
BC005561,1.31E-05,-0.254800523,0.068,0.174,0.42275887,-1.193170755,,,,,,,,,,
Tram2,0.000803146,-0.255061564,0.048,0.121,1,-1.193386668,,,,,,,,,,
6720427I07Rik,8.25E-06,-0.255083501,0.113,0.242,0.266037837,-1.193404814,,,,,,,,,,
Pou2f1,0.000108997,-0.255247495,0.242,0.41,1,-1.193540478,,,,,,,,,,
Rpgrip1,0.000566319,-0.255289877,0.077,0.161,1,-1.193575541,,,,,,,,,,
Map3k2,2.57E-06,-0.255308724,0.239,0.425,0.082763379,-1.193591134,,,,,,,,,,
Ncf4,2.16E-05,-0.255325005,0.048,0.148,0.696249244,-1.193604603,,,,,,,,,,
Adgrg5,0.000947454,-0.256037399,0.039,0.106,1,-1.194194143,,,,,,,,,,
Pgm1,0.004805586,-0.256375128,0.084,0.154,1,-1.194473732,,,,,,,,,,
Rbm10,3.14E-05,-0.256722728,0.116,0.238,1,-1.194761562,,,,,,,,,,
Dcaf6,2.57E-05,-0.256962263,0.168,0.311,0.829088649,-1.194959947,,,,,,,,,,
Prkaa1,0.000551388,-0.257046881,0.055,0.134,1,-1.195030037,,,,,,,,,,
Csk,8.35E-05,-0.257062639,0.223,0.388,1,-1.195043091,,,,,,,,,,
Ankrd33b,0.000413264,-0.257469103,0.065,0.147,1,-1.195379828,,,,,,,,,,
Hmbox1,0.00029067,-0.257745567,0.168,0.291,1,-1.195608921,,,,,,,,,,
Ddx42,1.87E-05,-0.257801416,0.194,0.361,0.603198032,-1.195655206,,,,,,,,,,
Eif3a,7.87E-05,-0.257903097,0.332,0.52,1,-1.195739479,,,,,,,,,,
Gm49359,0.001504529,-0.258029341,0.061,0.132,1,-1.195844117,,,,,,,,,,
Larp1,3.39E-05,-0.258080285,0.242,0.405,1,-1.195886345,,,,,,,,,,
Mast3,0.0003581,-0.258135689,0.1,0.2,1,-1.195932272,,,,,,,,,,
G2e3,7.24E-05,-0.25815301,0.09,0.205,1,-1.195946631,,,,,,,,,,
Dnaja3,0.000216017,-0.258441479,0.058,0.143,1,-1.196185785,,,,,,,,,,
Larp4,2.45E-05,-0.258614234,0.177,0.324,0.791857432,-1.196329031,,,,,,,,,,
Aqr,6.17E-05,-0.258764436,0.126,0.251,1,-1.19645359,,,,,,,,,,
Sos1,0.000112914,-0.259047575,0.213,0.372,1,-1.196688425,,,,,,,,,,
Pacsin2,0.000138145,-0.259090217,0.165,0.286,1,-1.196723797,,,,,,,,,,
Slc25a30,5.21E-05,-0.25914979,0.039,0.121,1,-1.196773213,,,,,,,,,,
Pcbp1,0.000215747,-0.259390821,0.061,0.148,1,-1.196973175,,,,,,,,,,
Tbc1d19,5.75E-05,-0.259748684,0.032,0.112,1,-1.197270123,,,,,,,,,,
A1cf,6.85E-06,-0.259798402,0.029,0.119,0.220973534,-1.197311384,,,,,,,,,,
Vezt,0.001640511,-0.260253397,0.084,0.163,1,-1.19768905,,,,,,,,,,
Prxl2a,9.02E-05,-0.260266635,0.09,0.198,1,-1.19770004,,,,,,,,,,
Eif4ebp2,0.000147221,-0.260399146,0.113,0.223,1,-1.197810053,,,,,,,,,,
Map3k20,0.008033505,-0.260507708,0.061,0.117,1,-1.197900191,,,,,,,,,,
Tfrc,0.00028687,-0.260689021,0.045,0.121,1,-1.198050748,,,,,,,,,,
Znrf3,0.000683912,-0.260710477,0.306,0.447,1,-1.198068566,,,,,,,,,,
Rab1a,2.25E-06,-0.260760444,0.145,0.311,0.072543283,-1.198110061,,,,,,,,,,
Creb3l2,0.000334405,-0.261133586,0.11,0.216,1,-1.198419984,,,,,,,,,,
Capza2,2.19E-05,-0.261545005,0.148,0.297,0.705153162,-1.19876179,,,,,,,,,,
Ccdc25,0.002746642,-0.261693252,0.048,0.108,1,-1.198884978,,,,,,,,,,
Mettl8,1.37E-05,-0.261944754,0.071,0.183,0.442253079,-1.199093995,,,,,,,,,,
Nrp2,0.000252135,-0.261948043,0.142,0.262,1,-1.199096729,,,,,,,,,,
Lat2,0.000927921,-0.261974122,0.061,0.137,1,-1.199118405,,,,,,,,,,
Psmb1,5.23E-05,-0.262341448,0.113,0.225,1,-1.199423752,,,,,,,,,,
Guf1,0.001038078,-0.262346078,0.039,0.103,1,-1.199427602,,,,,,,,,,
Cit,0.000570764,-0.262655598,0.061,0.141,1,-1.199684958,,,,,,,,,,
Spred1,0.000106444,-0.263155994,0.1,0.211,1,-1.200101138,,,,,,,,,,
Prex2,5.31E-05,-0.26359866,0.074,0.174,1,-1.200469425,,,,,,,,,,
Arl13b,3.85E-05,-0.263759763,0.035,0.121,1,-1.200603486,,,,,,,,,,
Nxf1,0.000195509,-0.264101769,0.09,0.187,1,-1.200888136,,,,,,,,,,
Cd40,0.007834051,-0.264113166,0.071,0.134,1,-1.200897623,,,,,,,,,,
Rasa3,0.000459576,-0.26422415,0.271,0.438,1,-1.20099001,,,,,,,,,,
St3gal1,2.37E-05,-0.264506576,0.239,0.421,0.765091612,-1.201225142,,,,,,,,,,
Khsrp,9.95E-05,-0.264586034,0.074,0.172,1,-1.201291302,,,,,,,,,,
Snx27,1.12E-05,-0.264593369,0.139,0.284,0.361150036,-1.20129741,,,,,,,,,,
Mid1,0.000386946,-0.264850779,0.061,0.143,1,-1.201511768,,,,,,,,,,
Mrps9,4.24E-05,-0.265200936,0.123,0.247,1,-1.201803423,,,,,,,,,,
Hsd17b11,0.000136252,-0.265481768,0.071,0.165,1,-1.202037386,,,,,,,,,,
Mbd1,0.003799854,-0.266078186,0.1,0.172,1,-1.202534418,,,,,,,,,,
Sema4a,0.010577086,-0.266190051,0.074,0.13,1,-1.202627664,,,,,,,,,,
Tmed8,0.000116813,-0.266222515,0.042,0.123,1,-1.202654727,,,,,,,,,,
Ufl1,0.000208313,-0.266290008,0.116,0.231,1,-1.202710991,,,,,,,,,,
Abcc5,0.001135145,-0.266423175,0.113,0.2,1,-1.202822012,,,,,,,,,,
Dnajb11,4.85E-05,-0.26649753,0.061,0.159,1,-1.202884006,,,,,,,,,,
Btaf1,1.66E-06,-0.26651863,0.258,0.46,0.053410412,-1.202901599,,,,,,,,,,
Cep97,0.00018181,-0.266521207,0.065,0.156,1,-1.202903748,,,,,,,,,,
Pign,0.000499819,-0.266741863,0.161,0.284,1,-1.203087742,,,,,,,,,,
Vta1,7.89E-05,-0.266956776,0.126,0.247,1,-1.203266975,,,,,,,,,,
Cask,0.000102537,-0.266972756,0.103,0.211,1,-1.203280303,,,,,,,,,,
Pdcd6,3.90E-05,-0.267358353,0.045,0.136,1,-1.203601954,,,,,,,,,,
Rbm15,0.000915713,-0.267728455,0.045,0.112,1,-1.203910759,,,,,,,,,,
Ckap5,0.002162071,-0.268272959,0.213,0.335,1,-1.204365226,,,,,,,,,,
Stxbp4,7.13E-06,-0.268855316,0.074,0.192,0.2300286,-1.204851477,,,,,,,,,,
D5Ertd579e,5.07E-05,-0.269100107,0.19,0.33,1,-1.20505593,,,,,,,,,,
Tet3,8.68E-06,-0.269173643,0.271,0.476,0.280109929,-1.205117354,,,,,,,,,,
Klhl5,0.000965121,-0.26942265,0.077,0.159,1,-1.205325374,,,,,,,,,,
Kdm4a,6.86E-05,-0.26969889,0.065,0.163,1,-1.205556185,,,,,,,,,,
Slc35a3,4.48E-05,-0.269719489,0.132,0.247,1,-1.205573399,,,,,,,,,,
Tex9,0.000540642,-0.270048931,0.068,0.148,1,-1.205848725,,,,,,,,,,
Snx2,1.89E-05,-0.270091736,0.281,0.476,0.608808974,-1.205884503,,,,,,,,,,
Apeh,2.87E-06,-0.270398001,0.023,0.114,0.092492543,-1.206140524,,,,,,,,,,
Cep57l1,0.000161181,-0.270469291,0.058,0.147,1,-1.206200126,,,,,,,,,,
Ice2,0.000109944,-0.270597261,0.055,0.143,1,-1.206307123,,,,,,,,,,
Preb,0.000237873,-0.27081292,0.097,0.192,1,-1.206487459,,,,,,,,,,
Mthfd1,3.19E-05,-0.270885897,0.081,0.187,1,-1.20654849,,,,,,,,,,
Phka1,0.001696591,-0.270964935,0.116,0.207,1,-1.206614592,,,,,,,,,,
Sacm1l,0.000806426,-0.27098016,0.184,0.289,1,-1.206627326,,,,,,,,,,
Arid3b,0.000407754,-0.271094774,0.129,0.242,1,-1.206723189,,,,,,,,,,
Agrp,0.001755585,-0.271113096,0.071,0.143,1,-1.206738515,,,,,,,,,,
Parp3,9.67E-05,-0.271114507,0.048,0.136,1,-1.206739695,,,,,,,,,,
Ran,2.50E-06,-0.271410676,0.023,0.115,0.080554811,-1.20698745,,,,,,,,,,
Kctd1,0.000135171,-0.271571423,0.055,0.139,1,-1.207121942,,,,,,,,,,
Commd10,8.00E-05,-0.271784804,0.1,0.216,1,-1.207300494,,,,,,,,,,
Top1,2.08E-05,-0.271858898,0.371,0.573,0.670072123,-1.207362501,,,,,,,,,,
Eif4a1,3.19E-05,-0.272315086,0.123,0.245,1,-1.207744335,,,,,,,,,,
Rnf121,0.000473198,-0.272359564,0.09,0.181,1,-1.20778157,,,,,,,,,,
Rps24,0.025659615,-0.273283632,0.381,0.454,1,-1.208555421,,,,,,,,,,
Adcy9,5.20E-06,-0.273657069,0.032,0.126,0.167686575,-1.208868291,,,,,,,,,,
Atg4a,0.00015959,-0.274174228,0.048,0.132,1,-1.209301709,,,,,,,,,,
Leng8,1.68E-06,-0.274466924,0.074,0.201,0.054256813,-1.209547079,,,,,,,,,,
Cd72,0.001291475,-0.274735785,0.113,0.205,1,-1.209772512,,,,,,,,,,
Anapc1,1.69E-05,-0.274937193,0.184,0.341,0.54631571,-1.209941414,,,,,,,,,,
Ctsh,0.000469772,-0.275006494,0.206,0.333,1,-1.209999536,,,,,,,,,,
Rasgrf2,0.000184131,-0.275031187,0.039,0.115,1,-1.210020246,,,,,,,,,,
Mgrn1,3.76E-05,-0.275109242,0.158,0.3,1,-1.210085714,,,,,,,,,,
Tdrd3,0.00020294,-0.275322723,0.132,0.247,1,-1.210264789,,,,,,,,,,
Msantd2,0.000111927,-0.275415256,0.116,0.231,1,-1.210342416,,,,,,,,,,
Ankrd17,2.33E-05,-0.275729459,0.619,0.817,0.751367969,-1.210606044,,,,,,,,,,
Stard7,0.000226825,-0.275793653,0.106,0.209,1,-1.210659912,,,,,,,,,,
Zfp871,1.55E-06,-0.275920053,0.203,0.386,0.050159361,-1.210765988,,,,,,,,,,
Npepl1,0.000523372,-0.276339417,0.039,0.106,1,-1.211117985,,,,,,,,,,
Knl1,0.001032767,-0.276490612,0.068,0.147,1,-1.211244917,,,,,,,,,,
Kynu,1.06E-05,-0.276576155,0.181,0.33,0.340705975,-1.211316739,,,,,,,,,,
2810004N23Rik,9.35E-06,-0.276629646,0.077,0.194,0.30151845,-1.211361652,,,,,,,,,,
Ints3,0.000832257,-0.276638571,0.094,0.181,1,-1.211369146,,,,,,,,,,
Rmi2,0.000249235,-0.276712178,0.039,0.114,1,-1.211430952,,,,,,,,,,
Ube2q1,0.000198534,-0.276838323,0.039,0.114,1,-1.211536881,,,,,,,,,,
Hivep1,0.001945669,-0.277293189,0.168,0.269,1,-1.211918925,,,,,,,,,,
Anapc4,2.39E-05,-0.278184962,0.077,0.189,0.771377215,-1.21266828,,,,,,,,,,
Rassf5,1.52E-05,-0.278323645,0.039,0.136,0.491909366,-1.212784857,,,,,,,,,,
Clock,4.21E-06,-0.278519701,0.177,0.342,0.135786507,-1.21294968,,,,,,,,,,
Rpgrip1l,0.000110453,-0.278686871,0.029,0.101,1,-1.213090237,,,,,,,,,,
Mapk8,0.000299432,-0.279024038,0.113,0.214,1,-1.213373777,,,,,,,,,,
Trim44,1.73E-06,-0.279260132,0.31,0.52,0.055705106,-1.213572359,,,,,,,,,,
Pfdn1,1.78E-05,-0.279643346,0.084,0.198,0.574327031,-1.213894756,,,,,,,,,,
Ccni,9.96E-05,-0.279974672,0.135,0.26,1,-1.214173568,,,,,,,,,,
Cpped1,0.001472372,-0.279988156,0.1,0.181,1,-1.214184917,,,,,,,,,,
Uchl3,0.000118496,-0.280678529,0.094,0.201,1,-1.214766079,,,,,,,,,,
Mtdh,1.10E-05,-0.280952743,0.432,0.659,0.355306199,-1.214996993,,,,,,,,,,
6530409C15Rik,0.00328106,-0.281104729,0.058,0.121,1,-1.215124998,,,,,,,,,,
Rap1gap2,0.006699833,-0.281351913,0.09,0.156,1,-1.215333209,,,,,,,,,,
Homer1,0.000109883,-0.281607668,0.074,0.172,1,-1.215548677,,,,,,,,,,
Copg1,0.000108969,-0.281701523,0.071,0.167,1,-1.215627758,,,,,,,,,,
Actn1,0.000840764,-0.28194373,0.042,0.106,1,-1.215831861,,,,,,,,,,
Kcnq1ot1,0.000251571,-0.282516513,0.448,0.608,1,-1.21631467,,,,,,,,,,
Klhl12,0.000959449,-0.282637674,0.065,0.141,1,-1.216416823,,,,,,,,,,
Zfp808,6.70E-05,-0.282691722,0.055,0.148,1,-1.216462394,,,,,,,,,,
Epm2aip1,6.36E-06,-0.282700513,0.052,0.159,0.205045939,-1.216469807,,,,,,,,,,
Gm15987,6.89E-05,-0.282728831,0.352,0.538,1,-1.216493685,,,,,,,,,,
Msh3,0.000146215,-0.283349891,0.165,0.297,1,-1.217017481,,,,,,,,,,
Elk4,0.000171177,-0.284342982,0.184,0.322,1,-1.217855514,,,,,,,,,,
Ip6k2,0.003991707,-0.284363673,0.113,0.187,1,-1.21787298,,,,,,,,,,
AI662270,7.75E-05,-0.284464893,0.055,0.148,1,-1.217958429,,,,,,,,,,
Tfeb,0.00015659,-0.284519773,0.19,0.328,1,-1.218004761,,,,,,,,,,
Dcakd,0.000241803,-0.284725538,0.058,0.141,1,-1.218178492,,,,,,,,,,
Nfx1,1.17E-05,-0.284792461,0.229,0.399,0.377228539,-1.218235002,,,,,,,,,,
Daam1,3.70E-05,-0.285192869,0.103,0.22,1,-1.218573159,,,,,,,,,,
Anp32b,3.13E-06,-0.285762113,0.103,0.247,0.101022936,-1.219054067,,,,,,,,,,
Ndufaf4,0.000710495,-0.286241211,0.087,0.17,1,-1.219458964,,,,,,,,,,
Usp10,0.000155565,-0.286473692,0.11,0.214,1,-1.219655488,,,,,,,,,,
Ap3s2,6.38E-06,-0.286696764,0.048,0.152,0.205981815,-1.219844087,,,,,,,,,,
Cpsf2,1.99E-05,-0.286847673,0.048,0.145,0.642328032,-1.219971693,,,,,,,,,,
Ccdc138,2.00E-06,-0.286860596,0.029,0.128,0.064617229,-1.219982621,,,,,,,,,,
Klf7,0.000147695,-0.286943146,0.123,0.233,1,-1.22005243,,,,,,,,,,
Rab28,1.17E-05,-0.287577508,0.074,0.187,0.37598734,-1.220589012,,,,,,,,,,
Ncoa7,5.96E-05,-0.287653906,0.306,0.467,1,-1.22065365,,,,,,,,,,
Srsf10,3.59E-05,-0.288057972,0.245,0.416,1,-1.220995575,,,,,,,,,,
Dync1h1,0.000433319,-0.288121266,0.245,0.379,1,-1.221049144,,,,,,,,,,
Tmem65,0.000884359,-0.288444716,0.068,0.145,1,-1.221322932,,,,,,,,,,
Stam,7.11E-05,-0.288704991,0.045,0.13,1,-1.22154329,,,,,,,,,,
Aldh6a1,4.84E-05,-0.289180599,0.135,0.262,1,-1.221946058,,,,,,,,,,
Ak2,1.64E-05,-0.289452605,0.071,0.178,0.53067353,-1.222176465,,,,,,,,,,
Cd8a,2.33E-06,-0.289684601,0.042,0.154,0.075115756,-1.222373016,,,,,,,,,,
Kmt5a,8.65E-05,-0.289752243,0.058,0.148,1,-1.222430329,,,,,,,,,,
Cd36,2.80E-06,-0.290486093,0.087,0.216,0.090492644,-1.223052296,,,,,,,,,,
Dcun1d5,2.49E-05,-0.291693047,0.116,0.242,0.804199548,-1.224075926,,,,,,,,,,
Ddx3y,5.18E-06,-0.292713585,0.226,0.416,0.167247105,-1.224942122,,,,,,,,,,
Itsn1,0.002898267,-0.292735085,0.077,0.148,1,-1.224960378,,,,,,,,,,
Srebf2,8.94E-05,-0.293193274,0.239,0.401,1,-1.225349478,,,,,,,,,,
Aatf,8.58E-05,-0.293255528,0.2,0.352,1,-1.225402354,,,,,,,,,,
Memo1,6.76E-06,-0.293415806,0.165,0.317,0.218104428,-1.2255385,,,,,,,,,,
Togaram1,0.000112281,-0.293439598,0.161,0.288,1,-1.225558711,,,,,,,,,,
Pip5k1c,4.81E-05,-0.29358302,0.052,0.145,1,-1.225680552,,,,,,,,,,
Ncapg,0.000170473,-0.293652544,0.029,0.101,1,-1.22573962,,,,,,,,,,
Asah1,0.000135242,-0.293799797,0.052,0.136,1,-1.225864735,,,,,,,,,,
Gigyf2,6.39E-06,-0.294067283,0.361,0.548,0.206305661,-1.22609204,,,,,,,,,,
Pdia3,0.000564233,-0.294195902,0.255,0.401,1,-1.226201353,,,,,,,,,,
Wdr82,5.17E-05,-0.294200677,0.084,0.19,1,-1.226205412,,,,,,,,,,
Hook1,3.92E-05,-0.294909446,0.058,0.152,1,-1.226807972,,,,,,,,,,
Lair1,0.000110566,-0.295117074,0.032,0.108,1,-1.226984543,,,,,,,,,,
Trit1,0.000106015,-0.295142229,0.065,0.158,1,-1.227005936,,,,,,,,,,
Ablim1,6.77E-06,-0.295197077,0.658,0.835,0.218295207,-1.227052585,,,,,,,,,,
Ms4a1,0.001190287,-0.295240722,0.142,0.244,1,-1.227089708,,,,,,,,,,
Lima1,3.52E-05,-0.295511315,0.035,0.121,1,-1.227319883,,,,,,,,,,
Hint3,0.000222727,-0.29567398,0.058,0.139,1,-1.227458272,,,,,,,,,,
Tex10,0.000330255,-0.295685858,0.103,0.207,1,-1.227468378,,,,,,,,,,
Ccr2,8.50E-05,-0.295703789,0.068,0.167,1,-1.227483634,,,,,,,,,,
Ikbkb,0.000138483,-0.295922892,0.271,0.441,1,-1.227670066,,,,,,,,,,
Eed,9.43E-05,-0.296424221,0.135,0.258,1,-1.228096749,,,,,,,,,,
Amn1,0.000548225,-0.296554475,0.142,0.253,1,-1.228207633,,,,,,,,,,
Srbd1,6.39E-06,-0.296971167,0.148,0.31,0.206275558,-1.228562427,,,,,,,,,,
